nama pengguna,komentar
faislahay9281,"Sebagai seorang guru di SD menurut saya,konsep kurikulum merdeka ini adalah konsep yang paling cocok diterapkan di indonesia karena akan berdampak positif pada kemajuan pengetahuan dan ketrampilan anak didik kita.konsepnya luar biasa karena pembelajarannya dari berpusat pada guru menjadi berpusat pada siswa.dan pembelajaran diarahkan untik sesuai dengan kebutuhan peserta didik dan tetap menyenangkan dan menarik bagi siswa."
muhamaddjismanohoiyuf,Penerapan kurikulum merdeka menghadirkan pembelajaran yang menyenangkan dan berpusat pada memenuhi kebutuhan belajar murid yang memiliki kebutuhan belajar yang berbeda-beda. Murid ditempatkan pada posisis subjek dalam kegiatan pembelajaran dimana mereka harus aktif bergerak untuk informasi dari berbagai sumber terkait materi yang dibahas.
Margareta605,Seorang guru sekarang harus lebih pandai membawakan pelajaran utk lebih menarik dan aktual serta sesuai dg lingkungan siswa.
MuhammadRisal-mg5ei,Sebagai seorang pendidik konsep kurikulum merdeka sangat sesuai dengan potensi dan perkembangan peserta didik di Indonesia
megarahayu8815,Dengan kurikulum merdeka pembelajaran lebih menyenangkan
yayuramdiani-co2rk,"Dalam kurikulum merdeka berpusat pada peserta didik untuk bisa mengembangkan diri, meningkatkan pembelajaran yang menyenangkan dengan pembelajaran bisa dilakukan di dalam dan di luar kelas, peserta didik dapat mengembangkan kreativitas dan inovatif, pembelajaran kontekstual dengan kearifan lokal, pembelajaran inklusif, pembelajaran dilakukan dengan menyenangkan.kurikulum merdeka diharapkan dapat menjadikan peserta didik menjadi generasi yang berkualitas dan dapat mejadikan perubahan yang lebih baik."
sripatmawati93,Terimakasih atas ilmu yang diberikan. Alasan pentingnya perangkat pembelajaran untuk meningkatkan prosespembelajaran diantaranya: 1. Aksesibilitas. 2. Interaktivitas.  3. pengayaan pemeblajaran 4.Kolaborasi dan komunikasi. 5.Personalisasi 6.Meningkatkan keterlibatan siswa 7.akses ke sumber daya pendidikan yang luas 8.umpan balik instan 9.  Pembelajaran kooperatif
sariwulandari3798,Kurikulum mereka cerminan pendidikan yg semakin berkembang...
__HerawatiHerawati,"Dengan adanya pembelajaran ini, anak akan mampu mebggali apa yg dia inginkan dan dapat mengetahui tingkat kemampuannya"
pandapotantambunan9073,Melalui pendekatan yang diterapkan kurikulum merdeka menjadi kekuatan baru bagi pendidikan di Indonesia. Khusunya pendidikan di daerah pedesaan
kusumajati7827,sbg wali murid saya sedih dgn ketidak jelasan pola didik di negri ini
endangmujiati2502,"Saya sebagai kepala TK kumer ini sangat cocok utk pembejaran d jaman sekarang ini,terlebih utk guru2 yg muda2 masih sangat berpotensi utk selalu berinovasi"
putrianasari5184,Kurikulum merdeka merupakan pembelajaran yang menerapkan karakter dan berpusat pada siswa untuk menghadapi era digital dan abad 21. Terimakasih kurikulum merdeka banyak sekali kebermanfaatan bagi guru dan pendidikan.
sitimaryamahfajariyah1165,Pembelajaran dewasa ini Sudah seharusnya berpusat pada siswa yang kita kenal sebagai Student Center sebenarnya pada kurikukum kurikulum sebelumnya sudah menganut sistem ini.  Hanya saja kurikulum merdeka ingin bahwa anak didik tidak hanya mendpatkan pengetahuan dan keterampilan tapi mereka harus kita /guru berikan ruang untuk berkreasi untuk berpikir kritis untuk mengeksplor diri hingga mereka akan siap untuk menghadap dunia mereka Kelsi.
MeryantiRihiKana-lp7if,"Jenis perencanaan: 1. Perencanaan kurikulum
2. Rencana pembelajaran
3. Pembelajaran harian
4. Pembelajaran kolaborasi"
arisusanti677,"konsep pembelajaran dalam kurikulum merdeka memang sangat penting,seperti yang dijelaskan dalam video bahwa pembelajaran berpusat pada peserta didik tujuannya agar menghasilkan generasi yang mandiri, kreatif dan inovatif.Peserta didik tidak hanya diberikan pengetahuan dan keterampilan tetapi juga diberikan ruang untuk mengembangkan kemampuan dirinya. Konsep ini berfokus pada materi yang esensial dan fleksibel sesuai dengan minat, bakat, dan kebutuhan dari masing-masing karakteristik siswa."
sahrirnyengka8045,"Konsep Pembelajaran dalam Kurikulum Merdeka adalah
1. Pendidikan berpusat pada peserta didik
2. Pengalaman belajar yang menyenangkan 
3. Mengembangkan kreativitas dan inovasi
4. Pembelajaran contesktual
5. Pembelajaran inklusif"
warlelafitri1980,"Seorang guru SD konsep kurmer ini adalah 
Konsep yang relevan untuk
Di terapkan di Indonesia karena berdampak positif pada kreativitas dan pola berpikir siswa"
D5_TV,"Dengan materi ini, saya bisa mengetahui sejauh mana siswa mampu menguasai dan memahami materi yang telah diberikan. Dengan assessmen sumatif kita dapat mengetahui perkembangan dan pencapaian belajar peserta Didik"
yatiilmi-wv9zi,"Konsep pembelajaran dalam kurikulum merdeka,
Adapun Prinsip-prinsip nya:
1. Pendidikan berpusat pada peserta didik.
2. Pengalaman belajar yang menyenangkan.
3. Mengembangkan kreativitas dan inovasi.
4. Pembelajaran Contextual.
5. Pembelajaran Inklusif."
hadisuprapto6543,"Terima kasih atas materinya, kurikulum merdeka membantu guru dalam menyajikan materi yang menyenangkan, sehingga diharapkan tujuan pembelajaran dapat dicapai secara maksimal"
kariumi4761,"Kurikulum merdeka dikembangkan oleh Kemendikbudristek, bertujuan untuk memperbaik/menyempurnakan kurikulum yang sudah ada"
SurfanIrawan,Sebagai seorang guru SD konsep kurmer ini adalah konsep  yang relavan untuk diterapkan dan saya sangat bersyukur konsep ini diterpakan di indonesia karena berdampak positif pada kreativitas dan pola berfikir siswa
rayisvicka6257,"Beberapa aplikasi pengolahan Rapor :
1. Aplikasi SIAKAD ( sistem informasi akademik)
2. Aplikasi Spread Sheet
3. Aplikasi penilaian online
4. Aplikasi manajemen kelas
5. Aplikasi mobile

Tips untuk mengolah rapor : 
1. Periksa dan perbaiki kesalahan
2. Analisis hasil
3. Perhatika tren dan perbandingan
4. Fokus pada penguasaan materi
5. Komunilasi dg guru
6. Berikan penghargaan dan dorongan
7. Berikan perhatia  pada aspek non akadimik

Hal yang harus diperhatikan dalam mengolah rapor :
1. Kebijakan dan pedoman sekolah
2. Konsistensi dan keobjektifan
3. Akurasi data
4. Privasi dan keamanan data
5. Transparansi dan komunikasi"
aniksetya,"Kurikulum merdeka  bertujuan memperbaiki.sistem.diindonesia yang mengedepankan nilai diindonesia dan kearifan..konsep ini pendidikan berpusat pada peserta didik, pengakaman pembelajaran yang menyenangkan,mengembangkan kreatifitas dan inovasi, pembelajaran yang kontekstual,pembelajaran inklusif,"
sirajuddinsag,"Konsep kurikulum merdeka
1 guru sebagai fasilitator
2 siswa untuk siswa"
edwardhero8706,ganti kurikulum obyekan kemendikbud dng percetetakan . pelajar di indonesia bukan makin pinter tapi pejabat dan pemilik percetakan yg bekerja sama dng pejabat dikementtian yg semakin kaya. setiap ganti kurikulum ganti buku dan pecetajanya telah ditunjuk .saya curiga ada yg bermain disini.KPK tolong selidiki lembaga ini dng percetakan tsb
RahmatiaMuhammad-bw3pr,"Sebagai Guru , konsep kurmer ini adalah konsep yang relevan untuk diterapkan di Indonesia karena berdampak positif pada kreatifitas dan pola pikir siswa."
melysari2495,Konsep dalam kurikulum merdeka ini bagus sekali diterapkan pada siswa di sekolah sehingga pembelajaran bisa berkesan dan menyenangkan dan akan lebih bermakna bagi siswa
TAIBATUNNISA-cz5yp,"Sebagai seorang guru SD saya sangat berterima kasih dengan adanya Diklat ini,menambah ilmu saya tentang pemahaman kurikulum merdeka,yang sangat berdampak positif dalam pembentukan karakter siswa"
pptqdarulfattah4856,"Sebagai Guru SD, konsep kurmer ini adalah konsep yang relevan untuk diterapkan di Indonesia karena berdampak positif pada kreatifitas dan pola pikir siswa."
nurhasanah3340,"Konsep pembelajaran di kurikulum merdeka sangat baik, diharapkan dengan konsep pembelajaran ini dapat memberikan perubahan pada pembelajaran di Indonesia"
heryanti1232,"Sebagai seorang guru Sekolah Dasar,saya sangat berterima kasih dengan adanya Diklat ini,saya bisa menambah ilmu,memahami kurikulum merdeka, walaupun saya belum menerapkan kurikulum tersebut,karena kurikulum tersebut masih di terapkan pada kelas 1 dengan 4,tapi,alhamdullillah,,,dengan adanya Diklat ini,saya bisa mengetahui penilaian- penilaian yang baik dan cocok bagi siswa dengan menselaraskan tujuan pembelajaran,,,terima kasih🙏"
user-jo2oq1dy2d,"Cara pemilihan proses assesmen pembelajaran didalam kelas yang disesuaikan dengan karakteristik dan kemampuan siswa diantaranya melalui tes portofolio,"
kusumahamdani8152,Dalam kurikulum merdeka peserta didik lebih diutamakan daripada gurunya
iinutami1538,Kurikulum  merdeka membuat inovatif dan kreativitas.
husnaenineni2456,"Sebagai guru Madrasah Tsanawiyah, kurikulum merdeka sangat bagus untuk pembentukan karakter yang baik pada anak didik karena pendidikan ini menekankan berpusat pada siswa ini membuat kreatifitas dan inovatis siswa"
endang10supriyatin39,Sebagai guru SD kurikulum merdeka sangat cocok di terapkan krn dapat mengukur kmampuan belajar yg di miliki setiap siswa .
bessesrisulwana3961,Konsep pembelajaran pada kurikulum merdeka yaitu berpusat pada peserta didik.
lindaaryuni,"Penilaian hasil belajar peserta didik pada kurikulum merdeka ini sesuai dengan tujuan penilai secara berkeadilan, objektif, dan edukatif. Hal ini bertujuan agar mampu menciptakan generasi yang berkualitas. Pada standar penilaian kurikulum merdeka terdapat prosedur penilaian hasil peserta didik yang meliputi:

Perumusan tujuan Penilaian.

Pemilihan dan/atau pengembangan instrumen Penilaian.

Pelaksanaan Penilaian.

Pengolahan hasil Penilaian.

Pelaporan hasil Penilaian.

Bentuk penilaian kurikulum merdeka dari hasil pembelajaran peserta didik yaitu berupa penilaian formatif dan penilaian sumatif."
n-chydj4501,Sebagai seorang guru dan seorang pendidik yang memiliki tanggung jawab untuk peserta didik dan dalam konsep pembelajaran Kurikulum merdeka yg signifikan yang diterapkan di Indonesia karena terarah baik untuk siswa pada daya kreasi dan juga pola fikir peserta didik
ikeunovianti5506,"Saya sebagai guru yang mengabdi di sekolah dasar,saya sangat bersyukur karena dengan adanya penerapan kurikulum merdeka belajar ini berdampak positif bagi pembentukan karakter siswa dimulai dari sekolah dasar...guru juga Semakin mudah mengajar dengan menjadi fasilitator yang mampu memberikan kontribusi dengan baik untuk perkembangan peserta didik yang akan semakin berpikir kreatif dan inovatif... terimakasih"
noninurhalimah4533,"Sebagai guru yang mengabdi di SD 
saya sangat bersyukur dan berterimakasih  dengan penerapan kurikulum merdeka ini karena berdampak positif bagi pembentukan karakter siswa dimulai dari SD, guru juga semakin mudah mengajar dengan fasilitator yang mampu memberikan kontribusi dengan baik untuk perkembangan peserta didik yang akan semakin berpikir kreatif dan inovatif."
stefanusdehung237,"Sebagai seorang guru SMP, saya sangat berterima kasih atas materi yang diberikan dalam diklat ini. Dengan materi ini, saya bisa mengetahui sejauh mana siswa mampu menguasai dan memahami materi yang telah diberikan. Dengan assessmen sumatif kita dapat mengetahui perkembangan dan pencapaian belajar peserta Didik. Terimakasih."
mariamadg.nurung296,"Sebagai seorang guru SD ,saya sangat berterima kasih atas adanya Diklat ini"
jayahiswadi9499,Kurikulum merdeka bertujuan untuk memperbaiki sistem pendidikan di Indonesia dengan menekankan nilai-nilai keindonesiaan dan kearifan lokal dengan konsep pentingnya yaitu pembelajaran yang mengacu pada pembelajaran berpusat pada peserta didik. Artinya siswa adalah subyek utama dalam proses pembelajaran. Peserta didik tidak lagi hanya menerima pengetahuan dan keterampilan tetapi juga diberikan ruang untuk menemukan dan mengembangkan kemampuan diri serta kreativitasnya.
El-Nino1985,"Sebagai seorang pendidik, tugas utama adalah menuntun tumbuh kembang anak didik sesuai dengan kodrat alam dan kodrat jamannya. Pendidik harus mampun menebalkan laku baik anak didiknya. Kurmer inilah merulakan kurikulum pembljaran yg memerdekakan tumbuh kembang anak didik untuk mencapai kebahagian dan keselamatan yg setinggi - tingginya"
benediktasuri1220,"Sebagai guru kurikulum merdeka ini sangatlah membantu karakter yang baik pada siswa, memberikan pendidikan yang berpusat pada siswa dan melatih siswa untuk menjadi kreatif dan inovatif. Terimakasih belajar era digital"
suriyaadinata8735,"Kurikulum Merdeka Belajar lebih menitikberatkan pada pengembangan karakter siswa, sementara Model Pembelajaran Abad 21 lebih menekankan pada pengembangan keterampilan siswa dalam menghadapi tantangan di masa depan, seperti keterampilan berpikir kritis, kreativitas, dan kolaborasi"
b-28muhammadiqbal74,"Konsep Pembelajaran dalam kurikulum merdeka :
1- Pendidikan berpusat pada peserta didik
2- Pengalaman belajar yang menyenangkan 
3- Mengembangkan Kreatifitas dan inovasi
4- Pembelajaran  Contextual"
niakurniawati32,"Sebagai guru SMK, menurut saya konsep kurikulum merdeka ini adalah konsep yang paling cocok diterapkan di Indonesia karena akan berdampak positif pada kemajuan pengetahuan, keterampilan anak-anak kita. Konsepnya luar biasa karena pembelajarannya dari berpusat pada guru menjadi berpusat pada siswa. Dan pembelajaran diarahkan untuk sesuai dengan kebutuhan peserta didik dan tetap menyenangkan dan menarik bagi siswa.



Balas"
pratiwilestari1456,"Prinsip pembelajaran pada kurikulum merdeka antara lain: pendidikan berpusat pada peserta didik, pengalaman belajar yang menyenangkan, mengembangkan kreativitas dan inovasi, pembelajaran kontekstual, pembelajaran inklusif,"
heofficial86,Dengan kurikulum Merdeka semoga mampu menciptakan siswa siswa yang mandiri dan berkualitas sehingga bisa menjadi generasi yang membangun peradaban yang berkualitas
chilmiazahro7688,"Sebagai seorang guru kami sangat berterima kasih telah dirumuskan kurikulum merdeka ini, karna dengan diterapkan nya kurikulum merdeka sangat berdampak positif pada kreativitas dan pola pikir siswa."
rimagusriani9306,Tujuan  kurikulum merdeka ini sangat membantu karakter yang baik pada siswa. Memberikan pendidikan yang sangat berpusat pada siswa dan melatih siswa untuk menjadi kreatif dan inovatif.terima kasih
user-yt1ef2ze8e,Saya sebagai seorang guru Sekolah Dasar sangat berterima kasih karena telah dirumuskan dan diterapkannya kurikulum merdeka. Karena berdampak pada pembentukan karakter dimulai dari sekolah dasar. Guru juga menjadi fasilitator yang mampu memberikan kontribusi yang baik untuk perkembangan peserta didik sehingga semakin berpikir kreatif dan inovatif.
edisantoso6884,"Sebagai guru yang mengabdi di sekolah dasar,saya sangat bersyukur dan berterima kasih dengan penerapan kurikulum merdeka belajar ini karena berdampak positif bagi pembentukan karakter siswa dimulai dari sekolah dasar,guru juga semakin mudah mengajar dengan menjadi fasilitator yang mampu memberikan kontribusi dengan baik untuk perkembangan peserta didik yang akan semakin berpikir kreatif dan inovatif."
linggaadynugroho2936,Student center...👍🏻
siskameri2505,"Konsep dalam kurikulum merdeka, adalah konsep yang berpusat kepada peserta didik. Dengan diterapkannya kurikulum merdeka ini, maka peserta didik bisa lebih mengeksplor minat dan bakatnya"
puputzuliana7749,"Saya sebagai seorang guru SD, saya sangat berterima kasih karena telah dirumuskan dan diterapkannya kurikulum merdeka. Karena berdampak pada pembentukan karakter dimulai dari sekolah dasar. Guru juga menjadi fasilitator yang mampu memberikan kontribusi yang baik untuk perkembangan peserta didik sehingga semakin berpikir kreatif dan inovatif."
indrisetya9343,"Sebagai seorang guru SD, sangat berterima kasih karena telah dirumuskan dan diterapkannya kurikulum merdeka. Karena berdampak pada pembentukan karakter dimulai dari sekolah dasar. Guru juga menjadi fasilitator yang mampu memberikan kontribusi yang baik untuk perkembangan peserta didik sehingga semakin berpikir kreatif dan inovatif."
komalasari67924,Sebagai seorang guru kurikulum merdeka ini sangat membantu karakter yang baik pada siswa. Memberikan pendidikan yang sangat berpusat pada siswa dan melatih siswa untuk menjadi kreatif dan inovatif.terima kasih
sriindarti1206,"Konsep pembelajaran dalam kurikulum merdeka:
- Pendidikan berpusat pada peserta didik. 
- Pengalaman belajar yang menyenangkan
- Mengembangkan kreativitas dan inovasi
- Pembelajaran kontekstusl
- Pembelajaran yang inklusif"
nurulistiqamah9809,"Sebagai seorang guru , menurut saya kurikulum merdeka adalah konsep pembelajaran yang menjadikan peserta didik sebagai subjek utama dalam pendidikan, agar menghasilkan peserrta didik yang kreatif dan inovatif. Guru dijadikan sebagai fasilitator sehingga peserta didik lebih aktif dalam belajar , guru lah kemudian yang mgarahkan atau bertindak sebgai fasilitator"
shandraghea1961,"sebagai seorang guru SD,menurut saya pembelajaran kurmer ini sangat cocok di terapkan untuk membantuk karakter siswa yg bersifat kreatif,inovatif dan positif yang mendukung pola fikir anak untuk berkembang,."
uussumiati2751,"saya mengajar di sekolah dasar, menurut saya kurikulum merdeka sangat relevan dengan pembelajaran yang berpusat pada siswa sehingga dapat membuat siswa  senang dalam belajar"
jumaiyalutfi7364,"Konsep pembelajaran kurikulum merdeka 1. Pendidikan berpusat pada peserta didik, 2. Pembelajaran yang menenangkan, 3. Mengembangkan kreatifitas dalam kelas 4. Pembelajaran konseptual, 5. Inklusif"
